"Domain"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"SubSpecie"	"Specie"	"taxRank"	"taxID"	"Max"	"A54.cladeReads"	"A55.cladeReads"	"A56.cladeReads"	"A57.cladeReads"	"A58.cladeReads"	"A59.cladeReads"	"A60.cladeReads"	"A61.cladeReads"	"A62.cladeReads"	"A63.cladeReads"
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	"Autographivirinae"	"Sp6virus"	"unclassified Sp6likevirus"	NA	"Enterobacteria phage UAB_Phi78"	"S"	979726	374	2	NA	1	1	374	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	"Autographivirinae"	NA	NA	NA	"unclassified Autographivirinae"	"-"	1132574	33	1	3	1	5	3	NA	33	12	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	"Autographivirinae"	"unclassified Autographivirinae"	NA	NA	"Synechococcus phage S-CBP42"	"S"	461711	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	"Autographivirinae"	NA	NA	NA	"T7virus"	"G"	110456	10	1	1	4	10	NA	NA	1	6	NA	3
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	"Autographivirinae"	"T7virus"	NA	NA	"Escherichia virus T7"	"S"	1985738	3	1	NA	NA	NA	NA	NA	NA	NA	NA	3
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	NA	NA	NA	NA	"P22virus"	"G"	186794	210	4	NA	27	210	2	4	NA	NA	3	3
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	"P22virus"	NA	NA	NA	"unclassified P22likevirus"	"-"	329158	71	4	NA	27	71	NA	2	NA	NA	3	3
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	"P22virus"	"unclassified P22likevirus"	NA	NA	"Enterobacteria phage Sf101"	"S"	1524881	51	2	NA	25	51	NA	2	NA	NA	3	2
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	"P22virus"	"unclassified P22likevirus"	NA	NA	"Enterobacteria phage IME10"	"S"	1090133	20	1	NA	1	20	NA	NA	NA	NA	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	NA	NA	NA	NA	"Bcep22virus"	"G"	1720323	1	1	NA	1	NA	NA	NA	1	NA	1	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	"Bcep22virus"	NA	NA	NA	"Burkholderia virus Bcepmigl"	"S"	1195073	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	NA	NA	NA	NA	"Luz7virus"	"G"	1982594	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	"Luz7virus"	NA	NA	NA	"Pseudomonas virus KPP21"	"S"	1982595	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	NA	NA	NA	NA	"Picovirinae"	"-"	542836	14	1	NA	NA	7	NA	NA	1	10	3	14
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	"Picovirinae"	NA	NA	NA	"Phi29virus"	"G"	186846	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Podoviridae"	"Picovirinae"	"Phi29virus"	NA	NA	"Bacillus virus B103"	"S"	10778	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	NA	NA	NA	NA	NA	"Ackermannviridae"	"F"	2169529	57	1	57	2	NA	2	NA	1	NA	1	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Ackermannviridae"	NA	NA	NA	NA	"Aglimvirinae"	"-"	2169530	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Ackermannviridae"	"Aglimvirinae"	NA	NA	NA	"Ag3virus"	"G"	2169532	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"Ackermannviridae"	"Aglimvirinae"	"Ag3virus"	NA	NA	"Shigella virus AG3"	"S"	1987994	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	NA	NA	NA	NA	NA	"unclassified Caudovirales"	"-"	102294	7	1	2	1	7	1	NA	NA	NA	NA	3
"Viruses"	"dsDNA viruses, no RNA stage"	"Caudovirales"	"unclassified Caudovirales"	NA	NA	NA	NA	"Rhizobium phage RHEph10"	"S"	1220717	1	1	1	NA	NA	1	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"Poxviridae"	"F"	10240	440	151	108	5	30	8	11	10	17	440	333
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	NA	NA	NA	NA	NA	"Entomopoxvirinae"	"-"	10284	434	108	52	NA	17	1	1	1	9	434	28
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	"Entomopoxvirinae"	NA	NA	NA	NA	"Betaentomopoxvirus"	"G"	10286	432	108	50	NA	15	1	1	1	9	432	27
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	"Entomopoxvirinae"	"Betaentomopoxvirus"	NA	NA	NA	"Mythimna separata entomopoxvirus"	"S"	1179664	107	107	NA	NA	2	NA	NA	NA	NA	NA	14
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	"Entomopoxvirinae"	"Betaentomopoxvirus"	NA	NA	NA	"Choristoneura biennis entomopoxvirus"	"S"	10288	4	1	NA	NA	4	NA	NA	NA	1	NA	3
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	NA	NA	NA	NA	NA	"Chordopoxvirinae"	"-"	10241	305	37	51	5	13	6	10	9	8	6	305
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	"Chordopoxvirinae"	NA	NA	NA	NA	"Capripoxvirus"	"G"	10265	23	23	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	"Chordopoxvirinae"	"Capripoxvirus"	NA	NA	NA	"Lumpy skin disease virus"	"S"	59509	23	23	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	"Chordopoxvirinae"	NA	NA	NA	NA	"Avipoxvirus"	"G"	10260	42	9	42	2	9	NA	3	3	5	NA	4
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	"Chordopoxvirinae"	"Avipoxvirus"	NA	NA	NA	"unclassified Avipoxvirus"	"-"	336487	9	9	1	NA	NA	NA	NA	NA	4	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	"Chordopoxvirinae"	"Avipoxvirus"	"unclassified Avipoxvirus"	NA	NA	"Penguinpox virus"	"S"	648998	9	9	NA	NA	NA	NA	NA	NA	4	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	"Chordopoxvirinae"	NA	NA	NA	NA	"unassigned Chordopoxvirinae"	"-"	686612	4	4	2	1	NA	2	4	2	NA	4	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	"Chordopoxvirinae"	"unassigned Chordopoxvirinae"	NA	NA	NA	"Pteropox virus"	"S"	1873698	4	4	2	1	NA	2	4	2	NA	4	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	"Chordopoxvirinae"	NA	NA	NA	NA	"Yatapoxvirus"	"G"	10282	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	"Chordopoxvirinae"	"Yatapoxvirus"	NA	NA	NA	"Tanapox virus"	"S"	99000	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	NA	NA	NA	NA	NA	"unclassified Poxviridae"	"-"	40069	6	6	5	NA	NA	1	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Poxviridae"	"unclassified Poxviridae"	NA	NA	NA	NA	"Cotia virus"	"S"	39444	6	6	5	NA	NA	1	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"Iridoviridae"	"F"	10486	311	75	3	NA	5	3	NA	2	12	311	95
"Viruses"	"dsDNA viruses, no RNA stage"	"Iridoviridae"	NA	NA	NA	NA	NA	"Betairidovirinae"	"-"	2017757	311	75	NA	NA	5	3	NA	2	12	311	95
"Viruses"	"dsDNA viruses, no RNA stage"	"Iridoviridae"	"Betairidovirinae"	NA	NA	NA	NA	"Iridovirus"	"G"	10487	311	75	NA	NA	5	3	NA	2	12	311	95
"Viruses"	"dsDNA viruses, no RNA stage"	"Iridoviridae"	"Betairidovirinae"	"Iridovirus"	NA	NA	NA	"unclassified Iridovirus"	"-"	327984	311	75	NA	NA	5	3	NA	2	12	311	95
"Viruses"	"dsDNA viruses, no RNA stage"	"Iridoviridae"	"Betairidovirinae"	"Iridovirus"	"unclassified Iridovirus"	NA	NA	"Invertebrate iridescent virus 31"	"S"	345199	310	74	NA	NA	NA	3	NA	NA	1	310	74
"Viruses"	"dsDNA viruses, no RNA stage"	"Iridoviridae"	"Betairidovirinae"	"Iridovirus"	"unclassified Iridovirus"	NA	NA	"Invertebrate iridovirus 25"	"S"	1301280	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"Mimiviridae"	"F"	549779	287	60	145	4	44	16	5	6	287	15	210
"Viruses"	"dsDNA viruses, no RNA stage"	"Mimiviridae"	NA	NA	NA	NA	NA	"unclassified Mimiviridae"	"-"	985780	260	34	79	1	17	14	3	1	260	1	208
"Viruses"	"dsDNA viruses, no RNA stage"	"Mimiviridae"	"unclassified Mimiviridae"	NA	NA	NA	NA	"Megavirus chiliensis"	"S"	1094892	207	26	29	NA	12	12	1	NA	9	1	207
"Viruses"	"dsDNA viruses, no RNA stage"	"Mimiviridae"	"unclassified Mimiviridae"	NA	NA	NA	NA	"Moumouvirus"	"S"	985782	246	8	46	1	4	1	2	1	246	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Mimiviridae"	NA	NA	NA	NA	NA	"Mimivirus"	"G"	315393	44	21	44	NA	2	1	NA	2	10	1	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Mimiviridae"	"Mimivirus"	NA	NA	NA	NA	"Acanthamoeba polyphaga mimivirus"	"S"	212035	44	21	44	NA	2	1	NA	2	10	1	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Mimiviridae"	NA	NA	NA	NA	NA	"Cafeteriavirus"	"G"	1513234	25	4	21	3	25	1	2	3	16	12	2
"Viruses"	"dsDNA viruses, no RNA stage"	"Mimiviridae"	"Cafeteriavirus"	NA	NA	NA	NA	"Cafeteria roenbergensis virus"	"S"	1513235	25	4	21	3	25	1	2	3	16	12	2
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"Phycodnaviridae"	"F"	10501	114	54	32	7	8	114	8	6	23	6	16
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	NA	NA	NA	NA	NA	"unclassified Phycodnaviridae"	"-"	455363	34	34	10	3	NA	14	2	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	"unclassified Phycodnaviridae"	NA	NA	NA	NA	"Aureococcus anophagefferens virus"	"S"	1474867	34	34	7	3	NA	14	1	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	NA	NA	NA	NA	NA	"Prasinovirus"	"G"	181084	97	15	10	1	3	97	2	NA	17	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	"Prasinovirus"	NA	NA	NA	NA	"unclassified Prasinovirus"	"-"	880158	97	15	10	1	3	97	2	NA	17	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	"Prasinovirus"	"unclassified Prasinovirus"	NA	NA	NA	"Micromonas pusilla virus 12T"	"S"	755272	17	13	NA	NA	NA	NA	1	NA	17	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	"Prasinovirus"	"unclassified Prasinovirus"	NA	NA	NA	"Yellowstone lake phycodnavirus 3"	"S"	1586715	96	1	NA	NA	1	96	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	"Prasinovirus"	"unclassified Prasinovirus"	NA	NA	NA	"Yellowstone lake phycodnavirus 1"	"S"	1586713	2	1	NA	1	2	1	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	NA	NA	NA	NA	NA	"Phaeovirus"	"G"	181085	14	2	3	NA	NA	1	1	NA	3	5	14
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	"Phaeovirus"	NA	NA	NA	NA	"Ectocarpus siliculosus virus 1"	"S"	37665	14	2	3	NA	NA	1	1	NA	3	5	14
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	NA	NA	NA	NA	NA	"Coccolithovirus"	"G"	346673	2	1	1	NA	NA	NA	NA	2	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	"Coccolithovirus"	NA	NA	NA	NA	"Emiliania huxleyi virus 86"	"S"	181082	2	1	1	NA	NA	NA	NA	2	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	NA	NA	NA	NA	NA	"Prymnesiovirus"	"G"	181086	7	1	7	NA	NA	1	1	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	"Prymnesiovirus"	NA	NA	NA	NA	"unclassified Prymnesiovirus"	"-"	358403	7	1	7	NA	NA	1	1	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	"Prymnesiovirus"	"unclassified Prymnesiovirus"	NA	NA	NA	"Phaeocystis globosa virus"	"S"	251749	7	1	7	NA	NA	1	1	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	NA	NA	NA	NA	NA	"Chlorovirus"	"G"	181083	4	1	NA	NA	NA	NA	2	4	1	1	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Phycodnaviridae"	"Chlorovirus"	NA	NA	NA	NA	"Paramecium bursaria Chlorella virus A1"	"S"	381899	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"unclassified dsDNA viruses"	"-"	51368	87	51	36	6	7	37	5	18	87	5	3
"Viruses"	"dsDNA viruses, no RNA stage"	"unclassified dsDNA viruses"	NA	NA	NA	NA	NA	"Pandoravirus"	"G"	2060084	87	50	33	2	4	26	4	7	87	4	2
"Viruses"	"dsDNA viruses, no RNA stage"	"unclassified dsDNA viruses"	"Pandoravirus"	NA	NA	NA	NA	"Pandoravirus salinus"	"S"	1349410	35	35	18	1	3	13	2	3	25	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"unclassified dsDNA viruses"	"Pandoravirus"	NA	NA	NA	NA	"Pandoravirus inopinatum"	"S"	1605721	57	9	7	NA	NA	6	NA	NA	57	1	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"unclassified dsDNA viruses"	"Pandoravirus"	NA	NA	NA	NA	"Pandoravirus dulcis"	"S"	1349409	8	6	8	1	1	7	2	4	4	3	2
"Viruses"	"dsDNA viruses, no RNA stage"	"unclassified dsDNA viruses"	NA	NA	NA	NA	NA	"Pithoviridae"	"F"	2023203	1	1	NA	1	1	NA	NA	NA	NA	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"unclassified dsDNA viruses"	"Pithoviridae"	NA	NA	NA	NA	"Pithovirus"	"G"	1805626	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"unclassified dsDNA viruses"	"Pithoviridae"	"Pithovirus"	NA	NA	NA	"Pithovirus sibericum"	"S"	1450746	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"Ascoviridae"	"F"	43682	26	26	1	NA	1	1	NA	NA	1	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Ascoviridae"	NA	NA	NA	NA	NA	"Ascovirus"	"G"	43680	18	18	1	NA	1	NA	NA	NA	1	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Ascoviridae"	"Ascovirus"	NA	NA	NA	NA	"unclassified Ascovirus"	"-"	328613	18	18	NA	NA	1	NA	NA	NA	NA	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Ascoviridae"	"Ascovirus"	"unclassified Ascovirus"	NA	NA	NA	"Trichoplusia ni ascovirus 2c"	"S"	328615	18	18	NA	NA	1	NA	NA	NA	NA	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Ascoviridae"	NA	NA	NA	NA	NA	"Toursvirus"	"G"	1921707	8	8	NA	NA	NA	1	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Ascoviridae"	"Toursvirus"	NA	NA	NA	NA	"Diadromus pulchellus toursvirus"	"S"	2065215	8	8	NA	NA	NA	1	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"Herpesvirales"	"O"	548681	170	20	117	5	170	27	12	9	24	66	9
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	NA	NA	NA	NA	NA	"Herpesviridae"	"F"	10292	169	17	115	3	169	27	10	7	23	25	8
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	NA	NA	NA	NA	"Betaherpesvirinae"	"-"	10357	24	10	24	2	4	9	6	4	4	1	5
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	"Betaherpesvirinae"	NA	NA	NA	"Roseolovirus"	"G"	40272	5	5	NA	2	3	1	NA	1	1	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	"Betaherpesvirinae"	"Roseolovirus"	NA	NA	"unclassified Roseolovirus"	"-"	431037	4	4	NA	2	1	NA	NA	NA	1	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	"Betaherpesvirinae"	"Roseolovirus"	"unclassified Roseolovirus"	NA	"Macaca nemestrina herpesvirus 7"	"S"	1846169	4	4	NA	1	NA	NA	NA	NA	1	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	"Betaherpesvirinae"	"Roseolovirus"	NA	NA	"Human betaherpesvirus 7"	"S"	10372	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	"Betaherpesvirinae"	NA	NA	NA	"Cytomegalovirus"	"G"	10358	4	4	NA	NA	NA	NA	4	2	2	1	2
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	"Betaherpesvirinae"	"Cytomegalovirus"	NA	NA	"Aotine betaherpesvirus 1"	"S"	50290	3	3	NA	NA	NA	NA	3	NA	NA	1	2
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	"Betaherpesvirinae"	"Cytomegalovirus"	NA	NA	"Cercopithecine betaherpesvirus 5"	"S"	50292	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	"Betaherpesvirinae"	NA	NA	NA	"unassigned Betaherpesvirinae"	"-"	686603	7	1	7	NA	1	4	2	NA	NA	NA	3
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	"Betaherpesvirinae"	"unassigned Betaherpesvirinae"	NA	NA	"Tupaiid betaherpesvirus 1"	"S"	10397	7	1	7	NA	NA	2	1	NA	NA	NA	3
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	NA	NA	NA	NA	"Alphaherpesvirinae"	"-"	10293	18	7	6	NA	1	14	1	NA	18	2	2
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	"Alphaherpesvirinae"	NA	NA	NA	"Varicellovirus"	"G"	10319	12	5	2	NA	NA	12	1	NA	NA	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	"Alphaherpesvirinae"	"Varicellovirus"	NA	NA	"Felid alphaherpesvirus 1"	"S"	10334	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	"Alphaherpesvirinae"	NA	NA	NA	"Simplexvirus"	"G"	10294	17	2	4	NA	1	NA	NA	NA	17	2	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	"Alphaherpesvirinae"	"Simplexvirus"	NA	NA	"Ateline alphaherpesvirus 1"	"S"	35243	17	1	2	NA	NA	NA	NA	NA	17	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Herpesviridae"	"Alphaherpesvirinae"	"Simplexvirus"	NA	NA	"Macacine alphaherpesvirus 1"	"S"	10325	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	NA	NA	NA	NA	NA	"Alloherpesviridae"	"F"	548682	41	3	1	2	1	NA	2	2	1	41	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Alloherpesviridae"	NA	NA	NA	NA	"Cyprinivirus"	"G"	692606	41	3	1	1	NA	NA	NA	NA	1	41	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Alloherpesviridae"	"Cyprinivirus"	NA	NA	NA	"Cyprinid herpesvirus 2"	"S"	317878	41	2	NA	NA	NA	NA	NA	NA	1	41	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Herpesvirales"	"Alloherpesviridae"	"Cyprinivirus"	NA	NA	NA	"Cyprinid herpesvirus 1"	"S"	317858	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"unclassified dsDNA phages"	"-"	79205	13	13	1	NA	3	1	9	NA	5	6	4
"Viruses"	"dsDNA viruses, no RNA stage"	"unclassified dsDNA phages"	NA	NA	NA	NA	NA	"Salisaeta icosahedral phage 1"	"S"	1183239	11	11	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"unclassified dsDNA phages"	NA	NA	NA	NA	NA	"Deep-sea thermophilic phage D6E"	"S"	749413	9	2	NA	NA	NA	NA	9	NA	2	6	3
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"Baculoviridae"	"F"	10442	17	11	10	4	5	9	4	8	17	6	7
"Viruses"	"dsDNA viruses, no RNA stage"	"Baculoviridae"	NA	NA	NA	NA	NA	"Alphabaculovirus"	"G"	558016	13	9	6	1	2	9	2	NA	13	3	4
"Viruses"	"dsDNA viruses, no RNA stage"	"Baculoviridae"	"Alphabaculovirus"	NA	NA	NA	NA	"Agrotis segetum nucleopolyhedrovirus B"	"S"	1580580	10	4	2	NA	NA	2	NA	NA	10	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Baculoviridae"	"Alphabaculovirus"	NA	NA	NA	NA	"unclassified Alphabaculovirus"	"-"	745176	7	2	1	NA	1	7	1	NA	1	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Baculoviridae"	"Alphabaculovirus"	"unclassified Alphabaculovirus"	NA	NA	NA	"Hemileuca sp. nucleopolyhedrovirus"	"S"	1367203	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Baculoviridae"	"Alphabaculovirus"	"unclassified Alphabaculovirus"	NA	NA	NA	"Apocheima cinerarium nucleopolyhedrovirus"	"S"	307461	5	1	NA	NA	1	5	NA	NA	1	NA	1
"Viruses"	"dsDNA viruses, no RNA stage"	"Baculoviridae"	"Alphabaculovirus"	NA	NA	NA	NA	"Thysanoplusia orichalcea nucleopolyhedrovirus"	"S"	101850	3	1	NA	NA	NA	NA	NA	NA	NA	NA	3
"Viruses"	"dsDNA viruses, no RNA stage"	"Baculoviridae"	"Alphabaculovirus"	NA	NA	NA	NA	"Hyphantria cunea nucleopolyhedrovirus"	"S"	28288	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Baculoviridae"	"Alphabaculovirus"	NA	NA	NA	NA	"Choristoneura murinana nucleopolyhedrovirus"	"S"	1987479	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Baculoviridae"	NA	NA	NA	NA	NA	"Betabaculovirus"	"G"	558017	4	2	NA	3	2	NA	1	4	2	2	2
"Viruses"	"dsDNA viruses, no RNA stage"	"Baculoviridae"	"Betabaculovirus"	NA	NA	NA	NA	"Phthorimaea operculella granulovirus"	"S"	192584	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Baculoviridae"	"Betabaculovirus"	NA	NA	NA	NA	"unclassified Betabaculovirus"	"-"	342107	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	"Baculoviridae"	"Betabaculovirus"	"unclassified Betabaculovirus"	NA	NA	NA	"Mocis sp. granulovirus"	"S"	1675863	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Viruses"	"dsDNA viruses, no RNA stage"	NA	NA	NA	NA	NA	NA	"Adenoviridae"	"F"	10508	2650	7	15	9	11	5	NA	90	3	2650	6
"Viruses"	"dsDNA viruses, no RNA stage"	"Adenoviridae"	NA	NA	NA	NA	NA	"Mastadenovirus"	"G"	10509	2650	7	14	7	9	5	NA	89	3	2650	6
"Viruses"	"dsDNA viruses, no RNA stage"	"Adenoviridae"	"Mastadenovirus"	NA	NA	NA	NA	"Human mastadenovirus D"	"S"	130310	852	5	14	6	9	4	NA	88	NA	852	4
"Viruses"	"dsDNA viruses, no RNA stage"	"Adenoviridae"	"Mastadenovirus"	NA	NA	NA	NA	"unclassified Simian adenoviruses"	"-"	413684	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2
"Viruses"	"dsDNA viruses, no RNA stage"	"Adenoviridae"	"Mastadenovirus"	"unclassified Simian adenoviruses"	NA	NA	NA	"Simian adenovirus 8"	"S"	413258	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
